R_fighter,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,R_Orthodox,R_Southpaw,R_Switch
Michael Chiesa,0,3,0,19.66666667,0.37777777799999995,0.8888888890000001,1.6666666669999999,0.44777777799999996,3,2,19,1,0,0,2,0,5,0,7,185.42,190.5,170,29,0,1,0
Tim Boetsch,1,0,0,26.0,0.513809524,0.523809524,1.0,0.187619048,4,10,45,0,0,2,3,6,0,0,11,182.88,187.96,185,36,1,0,0
Felice Herrig,0,2,0,27.25,0.4575,1.25,1.0,0.625,2,1,9,0,0,0,1,0,2,0,3,162.56,165.1,115,32,1,0,0
Tim Means,2,0,0,40.64285714,0.513571429,0.14285714300000002,0.571428571,0.25,4,6,31,0,0,1,2,4,1,0,8,187.96,190.5,170,33,1,0,0
BJ Penn,5,0,0,36.45833333,0.535,0.5,1.083333333,0.3425,3,12,70,11,0,0,1,6,4,1,12,175.26,177.8,155,38,1,0,0
Clay Guida,2,0,0,28.73913043,0.343913043,0.608695652,2.652173913,0.37652173899999997,4,11,62,0,0,3,4,1,4,0,12,170.18,177.8,155,35,1,0,0
Vitor Miranda,1,0,0,33.0,0.5579999999999999,0.0,0.4,0.3,3,2,11,1,0,0,0,3,0,0,3,185.42,195.58,185,38,1,0,0
Devin Powell,1,0,0,22.0,0.27,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,182.88,185.42,155,29,1,0,0
Jared Gordon,0,0,0,30.686238297754766,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,175.26,172.72,155,28,1,0,0
Anthony Rocco Martin,0,2,0,24.5,0.38,0.833333333,1.166666667,0.33,2,3,14,0,0,0,1,0,2,0,3,182.88,185.42,170,27,1,0,0
Josh Stansbury,1,0,0,48.5,0.555,1.0,0.0,0.0,1,1,6,0,1,0,0,0,0,0,1,187.96,187.96,205,32,1,0,0
Holly Holm,3,0,0,56.16666667,0.391666667,0.0,0.333333333,0.333333333,3,3,23,3,0,1,1,1,0,0,3,172.72,175.26,145,35,0,1,0
Andrei Arlovski,4,0,0,21.36363636,0.45727272700000005,0.22727272699999998,0.13636363599999998,0.113636364,7,8,41,5,0,1,2,9,2,0,14,190.5,195.58,240,38,1,0,0
Dong Hyun Kim,0,3,0,23.82352941,0.523529412,0.470588235,2.176470588,0.44588235299999995,4,4,42,0,0,2,6,4,1,0,13,187.96,193.04,170,35,0,1,0
Tarec Saffiedine,2,0,0,60.0,0.44799999999999995,0.2,0.6,0.132,1,3,17,0,0,0,2,0,0,0,2,177.8,177.8,170,30,0,0,1
Takanori Gomi,3,0,0,33.18181818,0.308181818,0.0,0.090909091,0.045454545,2,7,21,0,0,1,1,2,0,0,4,170.18,177.8,155,38,0,1,0
Cyril Asker,0,1,0,16.0,0.365,0.0,0.5,0.5,1,1,2,0,0,0,0,1,0,0,1,182.88,187.96,247,31,1,0,0
Alex Caceres,2,0,0,46.125,0.461875,0.75,0.5625,0.270625,2,9,43,0,0,2,3,0,2,0,7,177.8,185.42,145,28,0,1,0
Justin Scoggins,1,0,0,41.42857143,0.581428571,0.428571429,3.142857143,0.72,2,3,17,0,0,0,3,1,0,0,4,170.18,167.64,125,25,0,1,0
Kwan Ho Kwak,1,0,0,53.0,0.41,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,165.1,177.8,135,27,0,0,1
Naoki Inoue,0,0,0,30.686238297754766,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,175.26,180.34,125,20,1,0,0
Ji Yeon Kim,0,0,0,30.686238297754766,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,170.18,182.88,125,27,1,0,0
Derrick Lewis,0,6,0,25.0,0.5763636360000001,0.0,0.363636364,0.257272727,6,2,21,0,0,1,0,8,0,0,9,190.5,200.66,260,32,1,0,0
Derek Brunson,2,0,0,23.0,0.48200000000000004,0.3,1.3,0.14300000000000002,5,3,18,0,0,0,2,4,1,0,7,185.42,195.58,185,33,0,1,0
Dan Hooker,1,0,0,33.83333333,0.445,0.166666667,0.166666667,0.055,1,3,13,0,0,0,0,2,1,0,3,182.88,190.5,155,27,0,0,1
Ion Cutelaba,1,0,0,52.66666667,0.273333333,0.0,2.0,0.283333333,1,2,9,0,0,0,1,0,0,0,1,185.42,190.5,205,23,0,1,0
Tim Elliott,0,1,0,52.375,0.5,1.25,4.375,0.66875,2,5,24,1,0,0,3,0,0,0,3,170.18,167.64,135,30,0,1,0
Alexander Volkanovski,0,1,0,50.0,0.65,0.0,3.0,1.0,1,0,2,0,0,0,0,1,0,0,1,167.64,180.34,145,28,1,0,0
Damien Brown,0,2,0,23.66666667,0.46,0.666666667,0.333333333,0.11,2,1,7,0,0,1,0,1,0,0,2,177.8,172.72,155,32,1,0,0
Luke Jumeau,0,0,0,30.686238297754766,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,180.34,182.88,170,29,1,0,0
John Moraga,3,0,0,30.9,0.39,0.6,0.5,0.165,2,5,28,1,0,1,0,1,3,0,5,167.64,167.64,125,33,1,0,0
Kiichi Kunimoto,1,0,0,15.75,0.44,0.25,0.75,0.17,3,1,8,0,0,1,0,0,1,0,3,177.8,180.34,170,36,1,0,0
JJ Aldrich,1,0,0,31.0,0.38,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,165.1,170.18,125,24,0,1,0
Jose Aldo,0,1,0,56.55555556,0.40333333299999996,0.333333333,1.333333333,0.264444444,7,1,36,9,0,0,6,2,0,0,8,170.18,177.8,145,30,1,0,0
Claudia Gadelha,0,1,0,61.0,0.41600000000000004,0.8,5.2,0.7120000000000001,1,2,17,1,0,0,3,0,0,0,3,162.56,160.02,115,28,1,0,0
Vitor Belfort,3,0,0,10.33333333,0.50875,0.333333333,0.25,0.11458333300000001,3,10,35,6,0,0,0,11,2,1,14,182.88,187.96,185,40,0,1,0
Paulo Costa,0,1,0,22.0,0.68,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,185.42,182.88,185,26,1,0,0
Erick Silva,0,1,0,17.15384615,0.551538462,0.7692307690000001,0.46153846200000004,0.185384615,2,6,23,0,0,0,0,2,5,0,7,182.88,187.96,170,32,1,0,0
Raphael Assuncao,0,1,0,47.0,0.43700000000000006,0.2,1.1,0.23,7,2,26,0,0,2,4,1,1,0,8,165.1,167.64,135,34,1,0,0
Johnny Eduardo,0,1,0,24.0,0.368,0.2,0.0,0.0,2,2,11,0,0,0,1,2,0,0,3,170.18,180.34,135,38,1,0,0
Iuri Alcantara,0,2,0,28.28571429,0.47571428600000004,0.571428571,1.071428571,0.368571429,3,5,33,0,0,1,4,2,2,0,9,175.26,180.34,135,36,0,1,0
Viviane Pereira,0,1,0,25.0,0.25,0.0,1.0,1.0,1,0,3,0,0,1,0,0,0,0,1,154.94,160.02,115,23,1,0,0
Luan Chagas,2,0,0,43.5,0.4,0.0,0.5,0.125,0,2,6,0,0,0,0,0,0,0,0,182.88,190.5,170,23,1,0,0
Alexander Gustafsson,0,1,0,41.84615385,0.39153846200000003,0.384615385,1.307692308,0.324615385,6,4,30,2,0,0,3,4,2,0,9,195.58,200.66,205,30,1,0,0
Volkan Oezdemir,0,1,0,82.0,0.45,0.0,0.0,0.0,1,0,3,0,0,1,0,0,0,0,1,187.96,190.5,205,27,1,0,0
Peter Sobotta,0,1,0,22.85714286,0.39,0.571428571,1.571428571,0.37714285700000005,2,4,17,0,0,0,2,0,1,0,3,182.88,190.5,170,30,0,1,0
Abdul Razak Alhassan,0,1,0,12.0,0.54,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,177.8,185.42,170,31,1,0,0
Oliver Enkamp,0,0,0,30.686238297754766,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,182.88,195.58,170,25,0,0,1
Jack Hermansson,1,0,0,51.0,0.42,0.0,0.5,0.08,1,1,5,0,0,0,1,0,0,0,1,185.42,195.58,185,28,1,0,0
Pedro Munhoz,0,2,0,27.83333333,0.525,0.833333333,0.5,0.25,2,3,11,0,0,0,0,1,2,0,3,167.64,165.1,135,30,1,0,0
Trevor Smith,1,0,0,43.125,0.54625,0.75,1.125,0.21375,2,4,20,0,0,1,3,0,0,0,4,190.5,190.5,185,36,1,0,0
Reza Madadi,1,0,0,33.33333333,0.566666667,0.5,2.333333333,0.428333333,1,3,17,0,0,0,0,1,2,0,3,180.34,182.88,155,38,1,0,0
Nico Musoke,1,0,0,45.6,0.39799999999999996,0.2,1.0,0.34600000000000003,2,2,13,0,0,0,2,0,1,0,3,182.88,190.5,170,31,1,0,0
Darren Till,1,0,0,37.0,0.575,0.0,0.0,0.0,1,1,5,0,0,0,0,1,0,0,1,182.88,187.96,170,24,0,1,0
Marcin Held,2,0,0,26.5,0.325,0.5,2.5,0.5,0,2,6,0,0,0,0,0,0,0,0,175.26,180.34,155,25,1,0,0
Stipe Miocic,0,4,0,50.0,0.528333333,0.0,1.4166666669999999,0.40166666700000003,4,2,28,2,0,0,3,7,0,0,10,193.04,203.2,240,34,1,0,0
Joanna Jedrzejczyk,0,7,0,118.57142859999999,0.45285714299999996,0.0,0.28571428600000004,0.214285714,7,0,26,5,0,1,4,2,0,0,7,167.64,165.1,125,29,1,0,0
Demian Maia,0,6,0,21.29166667,0.5508333329999999,1.0,2.333333333,0.40833333299999997,6,6,62,1,0,0,8,1,9,0,18,185.42,182.88,170,39,0,1,0
Frankie Edgar,0,1,0,62.19047619,0.42,0.47619047600000003,3.142857143,0.318095238,5,6,77,8,0,0,9,4,2,0,15,167.64,172.72,145,35,1,0,0
Krzysztof Jotko,0,5,0,35.57142857,0.47428571399999997,0.0,1.0,0.34428571399999996,5,1,18,0,0,1,4,1,0,0,6,185.42,195.58,185,27,0,1,0
Chas Skelly,0,2,0,16.5,0.44,1.75,1.125,0.36125,4,2,17,0,0,0,1,1,4,0,6,180.34,182.88,145,32,1,0,0
Chase Sherman,2,0,0,39.5,0.33,0.0,0.0,0.0,0,2,5,0,0,0,0,0,0,0,0,193.04,198.12,250,27,1,0,0
James Vick,0,1,0,36.42857143,0.315714286,0.7142857140000001,0.14285714300000002,0.071428571,5,1,15,0,0,0,3,0,3,0,6,190.5,193.04,155,30,1,0,0
Jessica Aguilar,1,0,0,70.0,0.37,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,160.02,160.02,115,35,1,0,0
Gabriel Benitez,0,1,0,33.25,0.4325,1.75,0.0,0.0,2,1,9,0,0,0,1,0,2,0,3,172.72,180.34,145,28,0,1,0
Joachim Christensen,0,1,0,45.5,0.415,0.0,0.0,0.0,1,1,5,0,0,0,0,1,0,0,1,190.5,193.04,205,38,1,0,0
Cub Swanson,0,3,0,54.16666667,0.46833333299999996,0.166666667,0.75,0.45,6,3,35,0,0,0,5,4,0,0,9,172.72,177.8,145,33,1,0,0
Al Iaquinta,0,4,0,52.55555556,0.43777777799999995,0.333333333,0.8888888890000001,0.286666667,4,2,22,1,0,1,3,3,0,0,7,177.8,177.8,155,29,1,0,0
Ovince Saint Preux,3,0,0,28.83333333,0.494166667,0.166666667,0.666666667,0.305,4,5,30,1,1,0,1,4,1,0,7,190.5,203.2,205,34,0,1,0
John Dodson,1,0,0,43.8,0.433,0.0,0.7,0.27399999999999997,3,3,28,3,0,0,2,4,0,1,7,160.02,167.64,135,32,1,0,0
Joe Lauzon,0,1,0,21.08695652,0.42869565200000004,1.217391304,1.217391304,0.402173913,3,9,46,0,0,1,1,4,7,1,14,177.8,180.34,155,32,1,0,0
Jake Ellenberger,1,0,0,21.27777778,0.403888889,0.222222222,1.222222222,0.37777777799999995,6,8,37,0,0,1,2,5,1,1,10,175.26,180.34,170,32,1,0,0
Thales Leites,1,0,0,24.29411765,0.400588235,1.0,1.8235294119999998,0.294117647,5,6,45,1,0,1,3,2,5,0,11,185.42,198.12,185,35,1,0,0
Dustin Ortiz,0,1,0,44.0,0.45777777799999997,0.111111111,2.333333333,0.296666667,2,4,27,0,0,3,0,2,0,0,5,165.1,165.1,125,28,1,0,0
Scott Holtzman,1,0,0,56.75,0.4875,0.5,2.25,0.62,1,2,12,0,0,0,1,0,1,0,2,175.26,175.26,155,33,1,0,0
Jessica Penne,2,0,0,30.33333333,0.32,0.0,1.333333333,0.166666667,1,2,8,1,0,1,0,0,0,0,1,165.1,170.18,115,34,1,0,0
Alexis Davis,1,0,0,34.0,0.456666667,0.833333333,0.666666667,0.33166666699999997,3,2,14,1,0,1,2,0,1,0,4,167.64,172.72,125,32,1,0,0
Bryan Barberena,1,0,0,68.8,0.47600000000000003,0.2,0.4,0.266,2,2,14,0,0,0,1,1,1,0,3,182.88,182.88,170,27,0,1,0
Hector Sandoval,0,1,0,19.0,0.435,1.0,1.0,0.08,1,1,4,0,0,0,1,0,0,0,1,157.48,162.56,125,30,1,0,0
Demetrious Johnson,0,11,0,61.33333333,0.530666667,0.6,4.266666667,0.436,11,2,56,11,0,1,7,2,3,0,13,160.02,167.64,125,30,1,0,0
Rose Namajunas,1,0,0,42.8,0.42200000000000004,1.0,2.8,0.5920000000000001,3,2,15,1,0,0,1,0,2,0,3,165.1,165.1,115,24,1,0,0
Jacare Souza,0,2,0,20.75,0.5375,0.875,1.375,0.4,5,1,14,0,0,0,1,2,4,0,7,185.42,182.88,185,37,1,0,0
Jeremy Stephens,1,0,0,35.04166667,0.45541666700000005,0.41666666700000005,1.125,0.294583333,3,12,65,0,0,1,5,5,0,1,12,172.72,180.34,145,30,1,0,0
Alexander Volkov,0,1,0,45.0,0.53,0.0,1.0,0.5,1,0,3,0,0,1,0,0,0,0,1,200.66,203.2,250,28,1,0,0
Patrick Williams,0,1,0,8.0,0.45,0.5,1.0,0.33,1,1,3,0,0,0,0,0,1,0,1,172.72,185.42,135,35,1,0,0
Bobby Green,2,0,0,46.5,0.46666666700000003,0.166666667,0.666666667,0.25,4,2,14,0,0,1,1,1,1,0,4,177.8,180.34,155,30,1,0,0
Louis Smolka,2,0,0,47.75,0.48875,2.0,1.5,0.3375,4,3,20,0,0,0,2,2,1,0,5,175.26,172.72,135,25,1,0,0
Aljamain Sterling,2,0,0,41.16666667,0.483333333,1.166666667,2.166666667,0.5216666670000001,4,2,17,0,0,0,1,1,2,0,4,170.18,180.34,135,27,1,0,0
Devin Clark,0,1,0,30.5,0.575,0.5,1.0,0.58,1,1,4,0,0,0,1,0,0,0,1,182.88,190.5,205,27,1,0,0
Anthony Smith,0,1,0,35.75,0.4675,0.5,0.5,0.1,1,2,9,0,0,0,1,1,0,0,2,193.04,193.04,205,28,1,0,0
Zak Cummings,0,1,0,25.71428571,0.337142857,0.571428571,1.0,0.312857143,2,2,15,0,0,0,2,1,2,0,5,182.88,190.5,185,32,0,1,0
Ashlee Evans-Smith,0,2,0,46.33333333,0.52,0.0,1.333333333,0.46666666700000003,2,1,7,0,0,1,0,1,0,0,2,172.72,170.18,125,29,1,0,0
Daniel Cormier,0,3,0,56.875,0.515,0.625,1.75,0.41125,4,1,26,3,0,1,3,1,2,0,7,180.34,182.88,235,38,1,0,0
Chris Weidman,2,0,0,31.63636364,0.46818181799999997,0.636363636,2.272727273,0.646363636,9,2,27,5,0,0,3,4,2,0,9,187.96,198.12,185,32,1,0,0
Cynthia Calvillo,0,1,0,13.0,0.5,3.0,1.0,1.0,1,0,1,0,0,0,0,0,1,0,1,162.56,162.56,115,29,1,0,0
Thiago Alves,2,0,0,37.33333333,0.46047619,0.28571428600000004,0.523809524,0.285238095,7,8,50,1,0,0,4,7,1,1,13,175.26,177.8,170,33,1,0,0
Will Brooks,1,0,0,48.0,0.735,0.0,2.5,0.33,1,1,6,0,0,0,1,0,0,0,1,177.8,182.88,155,30,1,0,0
Myles Jury,2,0,0,21.375,0.325,0.25,1.625,0.4125,6,2,17,0,0,1,2,2,1,0,6,177.8,185.42,145,28,1,0,0
Kamaru Usman,0,4,0,43.75,0.5625,0.5,4.5,0.565,4,0,11,1,0,0,3,0,1,0,4,182.88,193.04,170,29,0,0,1
Shane Burgos,0,1,0,73.0,0.38,0.0,1.0,1.0,1,0,3,0,0,0,1,0,0,0,1,180.34,190.5,145,26,1,0,0
Patrick Cummins,2,0,0,35.375,0.49625,0.125,3.75,0.405,3,4,16,0,0,0,2,2,0,0,4,187.96,193.04,205,36,1,0,0
Gregor Gillespie,0,1,0,41.0,0.45,0.0,5.0,0.26,1,0,3,0,0,0,1,0,0,0,1,170.18,180.34,155,30,1,0,0
Josh Emmett,0,2,0,70.5,0.445,0.5,4.0,0.33,2,0,6,0,0,1,1,0,0,0,2,167.64,177.8,145,32,1,0,0
Katlyn Chookagian,1,0,0,33.5,0.255,0.0,0.0,0.0,1,1,6,0,0,0,1,0,0,0,1,175.26,172.72,125,28,1,0,0
Jenel Lausa,0,1,0,56.0,0.51,1.0,1.0,1.0,1,0,3,0,0,0,1,0,0,0,1,165.1,172.72,125,28,1,0,0
Jimi Manuwa,0,1,0,30.71428571,0.568571429,0.28571428600000004,0.428571429,0.14285714300000002,3,2,14,0,0,0,1,2,0,2,5,185.42,200.66,205,37,1,0,0
Gunnar Nelson,0,1,0,21.25,0.64375,0.75,1.125,0.71875,4,2,18,0,0,0,1,0,5,0,6,180.34,182.88,170,28,0,0,1
Brad Pickett,2,0,0,31.84615385,0.305384615,0.153846154,1.4615384619999998,0.360769231,2,8,30,0,0,2,1,1,1,0,5,167.64,172.72,135,38,1,0,0
Arnold Allen,0,2,0,27.0,0.3,0.5,2.5,0.625,2,0,6,0,0,0,1,0,1,0,2,172.72,177.8,145,23,0,1,0
Joe Duffy,0,1,0,15.75,0.3575,0.75,0.0,0.0,2,1,6,0,0,0,0,1,2,0,3,177.8,185.42,155,29,1,0,0
Darren Stewart,1,0,0,7.0,0.7,0.0,1.0,0.5,0,1,1,0,0,0,0,0,0,0,0,182.88,187.96,185,26,1,0,0
Daniel Omielanczuk,1,0,0,32.42857143,0.66,0.14285714300000002,0.571428571,0.247142857,3,3,18,0,2,0,0,2,0,0,4,182.88,187.96,247,34,0,1,0
Leon Edwards,0,2,0,23.0,0.565,0.333333333,0.833333333,0.16,2,2,16,0,0,0,2,1,1,0,4,182.88,187.96,170,25,0,1,0
Marc Diakiese,0,2,0,28.5,0.335,0.0,3.5,0.73,2,0,5,0,0,0,1,1,0,0,2,177.8,185.42,155,24,1,0,0
Bradley Scott,1,0,0,39.4,0.486,0.6,0.4,0.09,1,3,12,1,0,0,0,0,2,0,2,185.42,193.04,170,27,1,0,0
Lina Lansberg,1,0,0,14.0,0.6,0.0,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,170.18,165.1,135,35,1,0,0
Mauricio Rua,0,2,0,37.5,0.5075,0.25,1.1875,0.200625,2,8,41,3,0,1,1,6,0,0,8,185.42,193.04,205,35,1,0,0
Edson Barboza,0,2,0,42.3125,0.45375,0.0625,0.4375,0.22875,4,4,38,0,1,1,5,5,0,0,12,180.34,190.5,155,31,1,0,0
Jussier Formiga,0,1,0,12.375,0.3275,0.375,1.5,0.2975,3,3,19,0,0,0,4,0,1,0,5,165.1,170.18,125,31,1,0,0
Alex Oliveira,1,0,0,26.375,0.50625,0.5,1.875,0.22625,3,3,18,0,0,0,2,2,1,0,5,180.34,193.04,170,29,1,0,0
Francisco Trinaldo,0,7,0,37.92857143,0.510714286,0.35714285700000004,0.857142857,0.29,7,3,34,0,0,1,5,2,2,1,11,175.26,177.8,155,38,0,1,0
Sergio Moraes,0,1,0,28.85714286,0.47571428600000004,0.428571429,1.142857143,0.33571428600000003,4,2,19,1,0,1,1,1,2,0,5,182.88,182.88,170,34,1,0,0
Rani Yahya,0,4,0,17.27272727,0.425454545,1.363636364,2.727272727,0.373636364,4,3,28,0,0,1,4,0,3,0,8,167.64,170.18,135,32,1,0,0
Michel Prazeres,0,3,0,36.0,0.454285714,0.14285714300000002,4.1428571430000005,0.37,3,2,21,0,0,2,3,0,0,0,5,167.64,170.18,170,35,1,0,0
Rony Jason,3,0,0,17.125,0.46375,0.5,0.375,0.16625,3,4,15,1,0,0,1,2,1,0,4,170.18,177.8,145,32,1,0,0
Garreth McLellan,2,0,0,44.75,0.525,0.75,1.0,0.1625,1,3,11,0,0,0,0,1,0,0,1,185.42,182.88,185,34,0,1,0
Tyron Woodley,1,0,0,27.33333333,0.556666667,0.222222222,0.444444444,0.222222222,3,3,20,2,0,1,0,5,0,0,6,175.26,187.96,170,34,1,0,0
Lando Vannata,0,1,0,25.0,0.335,0.0,0.0,0.0,1,1,3,0,0,0,0,1,0,0,1,175.26,180.34,155,24,1,0,0
Rashad Evans,2,0,0,27.15,0.3885,0.0,2.5,0.359,5,6,55,4,1,4,3,6,0,0,14,182.88,190.5,205,37,1,0,0
Amanda Cooper,0,1,0,35.0,0.325,1.5,1.0,0.33,1,1,4,1,0,0,1,0,0,0,1,160.02,162.56,115,25,0,0,1
Alistair Overeem,1,0,0,33.6,0.733,0.1,0.3,0.25,4,4,18,1,0,0,2,4,0,0,6,193.04,203.2,265,36,1,0,0
Marcin Tybura,0,1,0,31.5,0.355,0.0,0.5,0.165,1,1,5,0,0,0,0,1,0,0,1,190.5,198.12,249,31,1,0,0
Mirsad Bektic,0,4,0,26.0,0.465,0.5,2.75,0.605,4,0,9,0,1,0,1,1,1,0,4,172.72,177.8,145,26,1,0,0
Iuri Alcantara,0,1,0,28.69230769,0.489230769,0.538461538,1.076923077,0.35846153799999997,3,5,31,0,0,1,4,2,1,0,8,175.26,180.34,135,36,0,1,0
Mark Godbeer,1,0,0,5.0,0.45,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,193.04,195.58,240,33,1,0,0
Tyson Pedro,0,1,0,4.0,0.57,1.0,2.0,1.0,1,0,1,0,0,0,0,0,1,0,1,190.5,200.66,205,25,1,0,0
Albert Morales,2,0,0,48.5,0.29,0.0,0.5,0.25,0,2,5,0,0,0,0,0,0,0,0,175.26,182.88,135,25,1,0,0
Derrick Lewis,0,5,0,23.6,0.58,0.0,0.4,0.28300000000000003,5,2,19,0,0,1,0,7,0,0,8,190.5,200.66,260,32,1,0,0
Johny Hendricks,3,0,0,44.27777778,0.531666667,0.333333333,3.388888889,0.343888889,6,6,49,3,1,2,4,5,0,0,12,175.26,175.26,185,33,0,1,0
Sam Sicilia,2,0,0,22.27272727,0.389090909,0.545454545,0.9090909090000001,0.341818182,2,6,22,0,0,0,2,3,0,0,5,172.72,170.18,145,31,1,0,0
Elias Theodorou,0,1,0,44.0,0.39799999999999996,0.0,1.8,0.39799999999999996,3,1,13,1,0,0,2,2,0,0,4,185.42,190.5,185,28,1,0,0
Sara McMann,0,2,0,18.71428571,0.46428571399999996,0.28571428600000004,1.714285714,0.492857143,2,3,14,1,0,1,1,1,1,0,4,167.64,167.64,135,36,1,0,0
Paul Felder,1,0,0,44.42857143,0.42714285700000004,0.428571429,0.428571429,0.214285714,2,3,20,0,0,1,1,1,1,0,4,180.34,177.8,155,32,1,0,0
Nordine Taleb,0,1,0,38.6,0.5579999999999999,0.0,2.6,0.7,3,1,13,0,0,1,2,1,0,0,4,185.42,187.96,170,35,1,0,0
Carla Esparza,0,1,0,24.66666667,0.433333333,0.333333333,3.666666667,0.49,1,1,8,2,0,0,1,0,1,0,2,154.94,160.02,115,29,1,0,0
Aiemann Zahabi,0,0,0,30.686238297754766,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,172.72,172.72,135,29,1,0,0
Jack Marshman,0,1,0,42.0,0.46,0.0,0.0,0.0,1,0,2,0,0,0,0,1,0,0,1,182.88,185.42,185,27,1,0,0
Gerald Meerschaert,0,1,0,14.0,0.41,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,1,185.42,195.58,185,29,0,1,0
Holly Holm,2,0,0,52.0,0.386,0.0,0.4,0.4,3,2,18,2,0,1,1,1,0,0,3,172.72,175.26,145,35,0,1,0
Anderson Silva,5,0,0,33.19047619,0.656190476,0.28571428600000004,0.14285714300000002,0.14285714300000002,16,5,52,13,0,0,2,11,3,0,16,187.96,195.58,185,41,0,1,0
Jacare Souza,0,1,0,22.71428571,0.56,0.857142857,1.428571429,0.385714286,5,1,13,0,0,0,1,2,3,0,6,185.42,182.88,185,37,1,0,0
Glover Teixeira,1,0,0,34.72727273,0.451818182,0.363636364,1.363636364,0.3,5,3,23,1,0,0,1,3,3,1,8,187.96,193.04,205,37,1,0,0
Dustin Poirier,1,0,0,40.5625,0.503125,0.5625,1.0,0.21875,4,4,31,0,0,0,4,5,3,0,12,175.26,182.88,155,28,0,1,0
Randy Brown,0,2,0,28.0,0.4675,0.75,0.75,0.395,2,1,10,0,0,0,1,1,1,0,3,190.5,198.12,170,26,1,0,0
Wilson Reis,0,2,0,24.42857143,0.385714286,0.428571429,4.1428571430000005,0.458571429,2,2,17,0,0,0,3,0,2,0,5,162.56,165.1,125,32,0,1,0
Nik Lentz,0,2,0,41.88235294,0.532352941,1.176470588,3.470588235,0.368823529,4,6,46,0,0,2,6,2,1,0,11,172.72,172.72,155,32,1,0,0
Rick Glenn,1,0,0,58.0,0.37,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,182.88,177.8,145,27,0,1,0
Ryan LaFlare,0,1,0,55.66666667,0.40666666700000004,0.333333333,3.166666667,0.39833333299999996,4,1,20,0,0,0,5,0,0,0,5,185.42,187.96,170,33,0,1,0
Dennis Bermudez,0,2,0,47.75,0.4475,1.0,3.166666667,0.46333333299999996,7,3,29,1,0,2,4,1,2,0,9,167.64,167.64,155,30,1,0,0
Alexa Grasso,0,1,0,65.0,0.48,0.0,1.0,0.5,1,0,3,0,0,0,1,0,0,0,1,165.1,167.64,115,23,1,0,0
Abel Trujillo,0,3,0,25.88888889,0.376666667,0.333333333,1.4444444440000002,0.581111111,3,3,18,0,0,0,1,3,1,0,6,172.72,177.8,155,33,1,0,0
Ovince Saint Preux,2,0,0,24.54545455,0.502727273,0.181818182,0.727272727,0.332727273,4,4,27,1,1,0,1,4,1,0,7,190.5,203.2,205,33,0,1,0
Anthony Hamilton,1,0,0,28.57142857,0.511428571,0.0,1.285714286,0.297142857,1,4,12,0,0,0,1,2,0,0,3,195.58,193.04,260,36,1,0,0
Jessica Andrade,0,2,0,59.44444444,0.588888889,0.5555555560000001,1.6666666669999999,0.5644444439999999,3,3,18,0,0,1,2,1,2,0,6,154.94,157.48,115,25,1,0,0
Chas Skelly,0,1,0,15.85714286,0.445714286,1.857142857,1.0,0.31857142899999996,4,2,15,0,0,0,1,1,3,0,5,180.34,182.88,145,31,1,0,0
Ricardo Ramos,0,0,0,30.686238297754766,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,175.26,182.88,135,21,1,0,0
Tecia Torres,1,0,0,66.5,0.4875,0.0,0.75,0.29,3,1,12,0,0,0,3,0,0,0,3,154.94,152.4,115,27,1,0,0
Daniel Jolly,1,0,0,6.0,0.42,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,185.42,190.5,205,32,1,0,0
Valentina Shevchenko,0,1,0,49.0,0.533333333,0.0,2.666666667,0.62,1,1,11,0,0,1,1,0,0,0,2,165.1,167.64,125,28,0,1,0
Donald Cerrone,0,4,0,43.86956522,0.49347826100000003,0.434782609,0.739130435,0.323913043,8,4,48,1,0,0,6,8,5,0,19,185.42,185.42,155,33,1,0,0
