B_fighter,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Height_cms,B_Reach_cms,B_Weight_lbs,B_age,B_Orthodox,B_Southpaw,B_Switch
Jonathan Meunier,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,190.5,190.5,170,28,0,0,1
Geane Herrera,0,1,0,23.5,0.43,0.0,0.5,0.5,1,1,5,0,0,0,0,1,0,0,1,165.1,167.64,125,26,1,0,0
Michael Bisping,0,3,0,55.72,0.3884,0.2,1.04,0.2672,4,7,69,1,0,2,7,9,0,0,18,185.42,190.5,185,37,1,0,0
Urijah Faber,0,1,0,42.92307692,0.488461538,0.615384615,1.5384615380000002,0.3,4,4,39,3,0,0,3,0,6,0,9,167.64,170.18,135,37,1,0,0
Ricardo Lamas,0,1,0,27.33333333,0.436666667,0.7777777779999999,1.222222222,0.213333333,4,2,21,1,0,0,3,2,2,0,7,172.72,180.34,145,34,1,0,0
Hector Lombard,2,0,0,35.0,0.49142857100000004,0.0,1.428571429,0.355714286,2,4,17,0,0,0,1,2,0,0,3,175.26,180.34,185,38,0,1,0
Bobby Green,1,0,0,52.6,0.47,0.2,0.8,0.3,4,1,13,0,0,1,1,1,1,0,4,177.8,180.34,155,29,1,0,0
Clay Guida,1,0,0,27.22727273,0.345,0.636363636,2.772727273,0.39363636399999996,4,10,59,0,0,3,4,1,4,0,12,170.18,177.8,155,34,1,0,0
James Vick,0,5,0,44.2,0.308,0.4,0.0,0.0,5,0,11,0,0,0,3,0,2,0,5,190.5,193.04,155,29,1,0,0
Jessica Andrade,1,0,0,56.85714286,0.574285714,0.571428571,1.857142857,0.631428571,3,3,15,0,0,1,2,0,1,0,4,154.94,157.48,115,24,1,0,0
Alex Caceres,0,1,0,42.46153846,0.46153846200000004,0.923076923,0.23076923100000002,0.17923076899999998,2,7,33,0,0,2,2,0,2,0,6,177.8,185.42,145,27,0,1,0
Tom Breese,0,3,0,27.0,0.6,0.333333333,0.0,0.0,3,0,5,0,0,0,1,2,0,0,3,190.5,185.42,185,24,0,1,0
Henrique da Silva,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,190.5,193.04,205,26,1,0,0
Dong Hyun Ma,1,0,0,19.0,0.45,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,180.34,177.8,155,27,1,0,0
Cody Garbrandt,0,3,0,41.33333333,0.34,0.0,1.333333333,0.276666667,3,0,7,0,0,0,1,2,0,0,3,172.72,165.1,135,24,1,0,0
Jeremy Stephens,1,0,0,34.22727273,0.469090909,0.409090909,1.2272727270000001,0.321363636,3,11,59,0,0,1,4,5,0,1,11,172.72,180.34,145,30,1,0,0
Rick Story,0,2,0,48.58823529,0.421764706,0.8235294120000001,2.2941176469999998,0.601176471,6,6,46,0,0,3,4,2,2,0,11,175.26,180.34,170,31,0,1,0
Vitor Miranda,0,3,0,34.5,0.625,0.0,0.25,0.25,3,1,8,1,0,0,0,3,0,0,3,185.42,195.58,185,37,1,0,0
Lorenz Larkin,1,0,0,39.375,0.46375,0.0,0.0,0.0,2,5,19,0,0,0,1,2,0,0,3,180.34,182.88,170,29,1,0,0
Paul Felder,0,1,0,47.4,0.434,0.6,0.6,0.3,2,2,14,0,0,1,0,1,1,0,3,180.34,177.8,155,32,1,0,0
Jessica Eye,2,0,0,55.6,0.42,0.2,0.2,0.2,1,4,14,0,0,0,0,0,0,1,1,167.64,167.64,125,29,1,0,0
Jordan Rinaldi,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,177.8,182.88,145,28,1,0,0
Alberto Uda,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,190.5,195.58,185,31,1,0,0
Shane Campbell,1,0,0,50.33333333,0.563333333,0.0,1.333333333,0.35333333299999997,1,2,7,0,0,0,1,0,0,0,1,182.88,180.34,155,29,1,0,0
Bryan Caraway,0,1,0,31.57142857,0.327142857,0.857142857,2.142857143,0.38,2,2,19,0,0,0,1,0,4,0,5,172.72,172.72,135,31,1,0,0
Adam Milstead,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,190.5,193.04,205,28,1,0,0
Stipe Miocic,0,2,0,54.6,0.514,0.0,1.6,0.382,3,2,26,0,0,0,3,5,0,0,8,193.04,203.2,240,33,1,0,0
Vitor Belfort,0,1,0,10.76190476,0.512380952,0.380952381,0.28571428600000004,0.130952381,3,7,31,6,0,0,0,11,2,1,14,182.88,187.96,185,39,0,1,0
Leslie Smith,0,1,0,51.25,0.3875,0.0,0.0,0.0,1,2,9,0,0,0,1,1,0,0,2,175.26,167.64,135,33,1,0,0
Corey Anderson,0,3,0,63.16666667,0.48,0.0,3.333333333,0.53,3,1,16,1,0,0,4,1,0,0,5,190.5,200.66,205,26,1,0,0
Bryan Barberena,0,1,0,61.0,0.5033333329999999,0.333333333,0.666666667,0.443333333,1,1,8,0,0,0,0,1,1,0,2,182.88,182.88,170,27,0,1,0
Matt Brown,0,1,0,36.2,0.573,1.15,1.15,0.4355,7,7,46,0,0,0,2,9,2,0,13,182.88,190.5,170,35,1,0,0
Nate Marquardt,0,1,0,24.15,0.519,0.7,1.45,0.4475,4,8,42,1,0,0,4,5,3,0,12,182.88,187.96,185,37,1,0,0
Yancy Medeiros,0,1,0,25.42857143,0.364285714,0.428571429,0.0,0.0,2,4,10,0,0,1,0,0,2,0,3,177.8,190.5,155,28,1,0,0
Rob Font,0,2,0,32.0,0.495,0.0,0.5,0.1,2,0,3,0,0,0,0,2,0,0,2,172.72,180.34,135,28,1,0,0
Patrick Cummins,1,0,0,38.71428571,0.52,0.14285714300000002,4.285714286,0.46285714299999997,3,3,15,0,0,0,2,2,0,0,4,187.96,193.04,205,35,1,0,0
Zubaira Tukhugov,0,3,0,32.0,0.4,0.0,1.333333333,0.5,3,0,7,0,0,1,1,1,0,0,3,172.72,172.72,145,25,1,0,0
Andrei Arlovski,1,0,0,21.73684211,0.45473684200000003,0.263157895,0.10526315800000001,0.10526315800000001,7,5,35,5,0,1,2,9,2,0,14,190.5,195.58,240,37,1,0,0
Stefan Struve,1,0,0,24.4375,0.445625,1.1875,0.25,0.25,4,6,29,0,1,0,1,4,4,0,10,210.82,213.36,265,28,1,0,0
Gunnar Nelson,1,0,0,20.14285714,0.642857143,0.7142857140000001,1.0,0.6785714290000001,4,2,16,0,0,0,1,0,4,0,5,180.34,182.88,170,27,0,0,1
Anna Elmose,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,160.02,165.1,115,31,1,0,0
Francimar Barroso,0,2,0,42.5,0.5225,0.0,1.5,0.2175,2,1,12,0,0,0,3,0,0,0,3,185.42,190.5,205,36,1,0,0
Heather Jo Clark,0,1,0,56.0,0.56,1.0,1.0,0.2,1,0,3,0,0,0,1,0,0,0,1,167.64,162.56,115,35,1,0,0
Chris Wade,0,4,0,21.0,0.415,0.5,2.75,0.7525,4,0,8,0,0,0,2,0,2,0,4,177.8,177.8,155,28,1,0,0
Garreth McLellan,0,1,0,55.0,0.665,1.5,1.0,0.2,1,1,6,0,0,0,0,1,0,0,1,185.42,182.88,185,33,0,1,0
Josh Emmett,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,167.64,177.8,145,31,1,0,0
Reza Madadi,1,0,0,36.25,0.6425,0.75,2.75,0.4775,1,2,11,0,0,0,0,0,2,0,2,180.34,182.88,155,37,1,0,0
Neil Seery,0,1,0,44.4,0.41,1.8,1.0,0.34600000000000003,2,2,14,0,0,0,2,0,1,0,3,162.56,162.56,125,36,1,0,0
Dominic Waters,2,0,0,6.5,0.12,0.0,2.5,0.5,0,2,4,0,0,0,0,0,0,0,0,185.42,200.66,170,27,1,0,0
Willie Gates,1,0,0,18.0,0.42,0.333333333,0.0,0.0,1,2,7,0,0,0,0,1,0,0,1,172.72,177.8,125,29,1,0,0
Ovince Saint Preux,0,1,0,22.22222222,0.5377777779999999,0.222222222,0.666666667,0.333333333,4,2,20,0,1,0,1,4,1,0,7,190.5,203.2,205,33,0,1,0
Henry Cejudo,0,4,0,56.75,0.46,0.25,2.25,0.3925,4,0,12,0,0,1,3,0,0,0,4,162.56,162.56,135,29,1,0,0
Edson Barboza,1,0,0,39.14285714,0.45785714299999997,0.071428571,0.428571429,0.19,4,4,32,0,1,1,3,5,0,0,10,180.34,190.5,155,30,1,0,0
Rafael Natal,0,4,0,41.07142857,0.483571429,0.5,2.5714285709999998,0.311428571,4,5,39,0,0,2,5,1,1,0,9,182.88,193.04,185,33,1,0,0
Andre Fili,0,1,0,31.6,0.35600000000000004,0.2,2.0,0.574,1,2,10,0,0,0,1,2,0,0,3,180.34,187.96,145,25,1,0,0
Chris Kelades,0,1,0,34.66666667,0.45333333299999995,0.333333333,1.0,0.17,1,1,9,0,0,1,1,0,0,0,2,170.18,172.72,125,35,1,0,0
Dominique Steele,0,1,0,19.0,0.795,0.0,2.0,0.5,1,1,4,0,0,0,0,1,0,0,1,177.8,187.96,170,28,1,0,0
Juliana Lima,0,2,0,26.66666667,0.446666667,0.0,1.6666666669999999,0.44,2,1,9,0,0,0,2,0,0,0,2,165.1,165.1,115,34,1,0,0
James Vick,0,4,0,31.75,0.25,0.5,0.0,0.0,4,0,8,0,0,0,2,0,2,0,4,190.5,193.04,155,29,1,0,0
Cody East,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,190.5,187.96,245,27,1,0,0
Clint Hester,2,0,0,41.33333333,0.446666667,0.0,0.833333333,0.47666666700000004,4,2,15,0,0,1,1,1,0,1,4,187.96,195.58,205,29,1,0,0
Kevin Lee,1,0,0,40.5,0.35166666700000004,1.0,2.333333333,0.365,4,2,14,0,0,1,2,0,1,0,4,175.26,195.58,170,23,1,0,0
Rashad Evans,1,0,0,28.21052632,0.382631579,0.0,2.631578947,0.37789473700000004,5,5,54,4,1,4,3,6,0,0,14,182.88,190.5,205,36,1,0,0
Tecia Torres,0,3,0,68.33333333,0.483333333,0.0,1.0,0.386666667,3,0,9,0,0,0,3,0,0,0,3,154.94,152.4,115,26,1,0,0
Darrell Horcher,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,177.8,177.8,155,28,0,1,0
Hacran Dias,0,2,0,27.4,0.47600000000000003,0.4,3.2,0.47200000000000003,2,2,15,0,0,1,2,0,0,0,3,172.72,175.26,155,31,1,0,0
Michael Chiesa,0,2,0,20.75,0.39875,0.75,1.75,0.44125,2,2,17,1,0,0,2,0,4,0,6,185.42,190.5,170,28,0,1,0
Raquel Pennington,0,1,0,49.6,0.494,1.0,1.2,0.632,1,2,12,0,0,0,1,0,2,0,3,170.18,170.18,135,27,1,0,0
Santiago Ponzinibbio,0,1,0,33.2,0.384,0.0,0.2,0.066,2,2,10,0,0,0,1,2,0,0,3,182.88,185.42,170,29,1,0,0
Michael Graves,0,1,0,27.0,0.6,0.0,7.0,0.7,1,0,3,0,0,0,1,0,0,0,1,177.8,180.34,170,25,1,0,0
Manvel Gamburyan,0,2,0,20.69230769,0.39153846200000003,0.615384615,2.307692308,0.359230769,2,7,31,1,0,0,3,0,3,0,6,165.1,170.18,135,34,1,0,0
Cezar Ferreira,2,0,0,14.71428571,0.387142857,0.14285714300000002,0.857142857,0.22571428600000001,3,3,13,1,0,1,2,0,1,0,4,185.42,198.12,185,31,0,1,0
Omari Akhmedov,1,0,0,26.8,0.414,0.2,1.4,0.35,2,2,9,0,0,0,1,2,0,0,3,182.88,185.42,185,28,1,0,0
Junior Dos Santos,1,0,0,52.14285714,0.508571429,0.071428571,0.35714285700000004,0.25,9,3,36,4,0,0,3,8,0,0,11,193.04,195.58,238,32,1,0,0
Gabriel Gonzaga,0,1,0,13.71428571,0.54047619,0.523809524,1.095238095,0.41952381,4,9,36,1,0,0,1,7,4,0,12,187.96,193.04,242,36,1,0,0
Curtis Blaydes,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,193.04,203.2,265,25,1,0,0
Marcin Tybura,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,190.5,198.12,249,30,1,0,0
Jan Blachowicz,2,0,0,25.66666667,0.5066666670000001,0.333333333,0.333333333,0.333333333,1,2,7,0,0,0,0,1,0,0,1,187.96,198.12,205,33,1,0,0
Cristina Stanciu,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,160.02,162.56,115,22,1,0,0
Zak Cummings,0,1,0,16.25,0.37,0.5,1.25,0.415,2,1,7,0,0,0,1,1,1,0,3,182.88,190.5,185,31,0,1,0
Alejandro Perez,0,1,0,25.66666667,0.236666667,0.333333333,0.333333333,0.166666667,1,1,6,1,0,0,1,1,0,0,2,167.64,170.18,135,26,1,0,0
Damir Hadzovic,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,175.26,177.8,155,29,1,0,0
Damian Stasiak,1,0,0,14.0,0.6,1.0,1.0,0.5,0,1,3,0,0,0,0,0,0,0,0,165.1,177.8,135,26,1,0,0
Lucas Martins,2,0,0,24.5,0.368333333,0.333333333,0.0,0.0,3,3,13,0,0,0,0,2,1,0,3,182.88,182.88,145,27,0,1,0
Cyril Asker,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,182.88,187.96,247,30,1,0,0
Bojan Velickovic,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,182.88,193.04,170,27,0,1,0
Frank Mir,1,0,0,13.0,0.493846154,0.807692308,0.807692308,0.27115384600000003,4,10,42,5,0,0,2,5,8,0,16,190.5,200.66,264,36,0,1,0
Neil Magny,0,2,0,44.46153846,0.425384615,0.076923077,2.538461538,0.473076923,7,3,36,0,0,1,5,3,1,0,10,190.5,203.2,170,28,1,0,0
Johnny Case,0,4,0,46.5,0.38,0.0,2.0,0.3425,4,0,11,0,0,0,2,1,1,0,4,177.8,182.88,155,26,1,0,0
Antonio Carlos Junior,1,0,0,18.0,0.36,0.75,2.5,0.4575,1,2,10,1,0,0,1,0,1,0,2,187.96,200.66,185,26,1,0,0
Steve Bosse,1,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,180.34,182.88,205,34,1,0,0
Seohee Ham,0,1,0,64.5,0.46,0.0,0.0,0.0,1,1,6,0,0,0,1,0,0,0,1,157.48,157.48,115,29,0,1,0
Alan Jouban,1,0,0,36.8,0.51,0.0,0.2,0.2,2,2,9,0,0,0,1,2,0,0,3,182.88,185.42,170,34,0,1,0
Mark Eddiva,2,0,0,45.0,0.456666667,0.0,1.333333333,0.133333333,1,2,8,0,0,0,1,0,0,0,1,172.72,172.72,145,30,1,0,0
Rin Nakai,1,0,0,16.0,0.34,0.0,3.0,0.15,0,1,3,0,0,0,0,0,0,0,0,154.94,152.4,135,29,1,0,0
Viscardi Andrade,0,1,0,38.0,0.47333333299999997,0.0,0.333333333,0.166666667,1,1,7,0,0,0,1,1,0,0,2,180.34,190.5,170,32,1,0,0
Chad Laprise,1,0,0,49.5,0.4425,0.0,1.0,0.1425,3,1,10,1,0,1,2,0,0,0,3,177.8,180.34,170,29,1,0,0
Damien Brown,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,177.8,172.72,155,31,1,0,0
Nate Diaz,0,1,0,46.04761905,0.42,1.095238095,0.7142857140000001,0.308571429,5,8,50,2,0,1,2,2,8,0,13,182.88,193.04,170,30,0,1,0
Miesha Tate,0,4,0,35.0,0.46833333299999996,1.5,1.166666667,0.231666667,4,2,18,1,1,0,3,0,0,0,4,167.64,165.1,135,29,1,0,0
Ilir Latifi,0,2,0,7.5,0.405,0.333333333,0.5,0.38833333299999995,2,2,8,0,0,0,0,3,1,0,4,177.8,185.42,205,32,1,0,0
Tom Lawlor,0,2,0,21.3,0.40700000000000003,0.9,1.5,0.16,2,4,21,0,0,0,2,2,2,0,6,182.88,187.96,205,32,0,1,0
Valentina Shevchenko,0,1,0,32.0,0.72,0.0,4.0,0.44,1,0,3,0,0,1,0,0,0,0,1,165.1,167.64,125,27,0,1,0
Siyar Bahadurzada,2,0,0,17.33333333,0.436666667,0.0,0.333333333,0.166666667,1,2,7,0,0,0,0,1,0,0,1,180.34,185.42,170,31,1,0,0
Nordine Taleb,1,0,0,41.75,0.5675,0.0,3.0,0.625,3,1,11,0,0,1,2,0,0,0,3,185.42,187.96,170,34,1,0,0
Marcelo Guimaraes,0,1,0,62.66666667,0.523333333,0.0,1.6666666669999999,0.163333333,1,1,8,0,0,2,0,0,0,0,2,182.88,185.42,185,32,1,0,0
Chas Skelly,0,4,0,16.6,0.35,2.0,1.4,0.446,4,1,11,0,0,0,1,1,2,0,4,180.34,182.88,145,30,1,0,0
Jim Miller,1,0,0,25.47619048,0.352857143,1.6666666669999999,1.2380952379999999,0.43761904799999995,7,7,49,0,0,1,5,2,6,0,14,172.72,180.34,155,32,0,1,0
Justin Salas,1,0,0,28.0,0.47333333299999997,0.0,1.166666667,0.09833333300000001,1,3,11,0,0,1,1,1,0,0,3,172.72,177.8,155,33,0,1,0
Teruto Ishihara,1,0,0,88.0,0.52,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,170.18,175.26,135,24,0,1,0
Michael Bisping,0,2,0,53.54166667,0.39041666700000005,0.208333333,1.083333333,0.278333333,4,7,64,1,0,2,6,9,0,0,17,185.42,190.5,185,36,1,0,0
Thales Leites,1,0,0,25.42857143,0.401428571,1.071428571,1.785714286,0.316428571,5,4,36,1,0,1,3,2,4,0,10,185.42,198.12,185,34,1,0,0
Keita Nakamura,0,1,0,36.25,0.365,0.5,1.5,0.5,1,3,12,0,0,0,0,0,1,0,1,180.34,185.42,170,31,0,1,0
Brad Pickett,3,0,0,35.6,0.309,0.2,1.5,0.309,2,6,23,0,0,1,1,1,1,0,4,167.64,172.72,135,37,1,0,0
Makwan Amirkhani,0,2,0,3.0,0.425,1.0,0.5,0.5,2,0,2,0,0,0,0,1,1,0,2,177.8,182.88,145,27,0,1,0
Marlon Vera,0,1,0,25.0,0.48,2.0,0.5,0.5,1,1,5,0,0,0,0,0,1,0,1,172.72,177.8,135,23,0,0,1
Chris Dempsey,1,0,0,15.0,0.17,0.0,1.0,0.083333333,1,2,5,0,0,1,0,0,0,0,1,177.8,182.88,185,28,1,0,0
Yaotzin Meza,1,0,0,16.0,0.428333333,1.333333333,1.0,0.35,1,4,15,0,0,0,1,0,1,0,2,175.26,187.96,145,35,1,0,0
Krzysztof Jotko,0,2,0,36.0,0.52,0.0,1.0,0.3525,2,1,11,0,0,1,2,0,0,0,3,185.42,195.58,185,26,0,1,0
Rustam Khabilov,2,0,0,16.8,0.324,0.2,2.8,0.426,3,2,12,0,0,0,1,1,0,1,3,172.72,185.42,155,29,1,0,0
Jarjis Danho,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,190.5,187.96,265,32,1,0,0
Thibault Gouti,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,177.8,182.88,155,28,1,0,0
Martin Svensson,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,185.42,182.88,155,30,0,1,0
Alex Oliveira,0,3,0,21.25,0.33,0.75,2.0,0.2275,3,1,10,0,0,0,1,1,1,0,3,180.34,193.04,170,28,1,0,0
Roan Carneiro,0,1,0,13.5,0.515,1.5,2.666666667,0.505,1,3,13,0,0,0,1,1,1,0,3,180.34,187.96,170,37,1,0,0
Augusto Mendes,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,167.64,165.1,135,32,1,0,0
Tatsuya Kawajiri,0,2,0,25.25,0.635,0.5,3.5,0.37,2,1,11,0,0,0,2,0,1,0,3,170.18,175.26,145,37,1,0,0
Joe Riggs,0,1,0,15.0,0.465454545,0.181818182,1.181818182,0.639090909,1,6,18,0,0,0,1,1,1,1,5,182.88,177.8,185,33,0,1,0
Shane Campbell,0,1,0,34.5,0.53,0.0,1.0,0.2,1,1,4,0,0,0,1,0,0,0,1,182.88,180.34,155,29,1,0,0
Sean Strickland,0,1,0,45.75,0.385,0.75,1.75,0.5825,2,1,10,0,0,1,1,0,1,0,3,185.42,193.04,170,24,1,0,0
Oluwale Bamgbose,1,0,0,7.0,0.58,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,180.34,198.12,185,28,0,0,1
Leonardo Augusto Leleco,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,182.88,185.42,185,33,1,0,0
Nathan Coy,1,0,0,11.0,0.4,0.0,1.0,1.0,0,1,1,0,0,0,0,0,0,0,0,177.8,175.26,170,37,0,1,0
Ashlee Evans-Smith,1,0,0,11.0,0.68,0.0,1.0,0.5,0,1,1,0,0,0,0,0,0,0,0,172.72,170.18,125,28,1,0,0
Kelly Faszholz,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,172.72,170.18,135,30,1,0,0
Shamil Abdurakhimov,1,0,0,9.0,0.36,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,190.5,193.04,235,34,1,0,0
Stephen Thompson,0,5,0,42.71428571,0.52,0.0,0.7142857140000001,0.261428571,5,1,14,0,0,0,2,4,0,0,6,182.88,190.5,170,32,1,0,0
Jared Rosholt,0,3,0,26.57142857,0.5371428570000001,0.14285714300000002,1.857142857,0.37857142899999996,3,1,19,0,0,0,5,1,0,0,6,187.96,190.5,265,29,1,0,0
Rafael Feijao,2,0,0,18.25,0.4825,0.0,0.0,0.0,1,3,8,0,0,0,0,1,0,0,1,185.42,185.42,205,35,1,0,0
Zach Makovsky,1,0,0,28.6,0.45,0.2,3.6,0.37,2,2,15,0,0,0,3,0,0,0,3,162.56,162.56,125,32,0,1,0
Alex Nicholson,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,193.04,205.74,185,25,1,0,0
Sean Spencer,1,0,0,64.83333333,0.325,0.0,0.166666667,0.083333333,2,3,18,0,0,1,2,0,0,0,3,177.8,190.5,170,28,0,1,0
KJ Noons,2,0,0,26.0,0.462,0.0,0.0,0.0,2,3,10,0,0,0,1,1,0,0,2,177.8,182.88,155,33,1,0,0
Damian Grabowski,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,185.42,190.5,241,35,1,0,0
Justin Scoggins,0,1,0,37.8,0.634,0.6,3.4,0.6759999999999999,2,2,12,0,0,0,2,1,0,0,3,170.18,167.64,125,23,0,1,0
Diego Rivas,0,1,0,15.0,0.37,0.0,2.0,0.66,1,0,3,0,0,0,1,0,0,0,1,172.72,175.26,145,24,1,0,0
Mike Jackson,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,187.96,188.0,170,30,1,0,0
Alex White,2,0,0,40.0,0.423333333,0.333333333,0.333333333,0.11,1,2,7,0,0,0,0,1,0,0,1,182.88,180.34,155,27,0,1,0
Ryan Bader,0,5,0,28.11764706,0.392941176,0.294117647,2.411764706,0.287058824,5,4,41,1,0,1,8,3,1,0,13,187.96,187.96,205,32,1,0,0
Ben Rothwell,0,3,0,20.5,0.43875,0.375,0.875,0.10625,3,3,16,0,0,0,1,3,1,0,5,193.04,198.12,265,34,1,0,0
Jimmie Rivera,0,2,0,55.5,0.48,0.0,0.0,0.0,2,0,4,0,0,1,0,1,0,0,2,162.56,172.72,135,26,1,0,0
Bryan Barberena,1,0,0,78.5,0.485,0.0,0.5,0.165,1,1,6,0,0,0,0,1,0,0,1,182.88,182.88,170,26,0,1,0
Jake Ellenberger,1,0,0,21.4,0.40066666700000003,0.26666666699999997,1.466666667,0.45333333299999995,6,6,32,0,0,1,2,4,1,1,9,175.26,180.34,170,30,1,0,0
Diego Ferreira,2,0,0,18.25,0.41,0.75,0.25,0.25,2,2,7,0,0,0,0,1,1,0,2,175.26,187.96,155,31,1,0,0
Kevin Casey,1,0,0,17.5,0.4825,0.5,0.25,0.0825,1,3,7,0,0,0,1,0,0,0,1,180.34,195.58,185,34,0,1,0
Wilson Reis,1,0,0,23.8,0.364,0.4,3.4,0.444,2,2,13,0,0,0,2,0,1,0,3,162.56,165.1,125,31,0,1,0
Alexander Yakovlev,0,1,0,32.33333333,0.45,0.0,1.0,0.3,1,2,9,0,0,0,1,0,0,0,1,190.5,187.96,155,31,0,1,0
Masio Fullen,1,0,0,21.0,0.65,0.0,0.5,0.25,1,1,4,0,0,1,0,0,0,0,1,177.8,177.8,145,29,1,0,0
Randy Brown,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,190.5,198.12,170,25,1,0,0
Felipe Olivieri,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,175.26,182.88,155,30,1,0,0
Dominick Cruz,0,3,0,58.66666667,0.536666667,0.333333333,5.333333333,0.606666667,3,0,11,2,0,0,2,1,0,0,3,172.72,172.72,135,30,1,0,0
Eddie Alvarez,0,1,0,39.5,0.41,0.0,1.5,0.135,1,1,6,0,0,1,0,0,0,0,1,175.26,175.26,155,32,1,0,0
Matt Mitrione,1,0,0,22.0,0.540769231,0.307692308,0.0,0.0,5,4,20,0,0,0,1,8,0,0,9,190.5,200.66,265,37,0,0,1
Francisco Trinaldo,0,4,0,30.09090909,0.506363636,0.454545455,0.727272727,0.263636364,4,3,25,0,0,1,3,2,2,0,8,175.26,177.8,155,37,0,1,0
Ben Saunders,0,3,0,29.3,0.627,0.9,0.1,0.1,3,3,20,0,0,1,1,2,3,0,7,187.96,195.58,170,32,1,0,0
Ed Herman,1,0,0,26.05882353,0.49470588200000004,0.764705882,1.764705882,0.462941176,3,8,37,1,0,1,2,2,4,0,9,185.42,195.58,205,35,1,0,0
Mehdi Baghdad,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,185.42,190.5,155,30,1,0,0
Luke Sanders,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,167.64,170.18,135,30,0,1,0
Daron Cruickshank,3,0,0,29.08333333,0.3875,0.166666667,1.25,0.301666667,2,6,27,0,0,1,2,3,0,0,6,172.72,182.88,155,30,0,0,1
Sean O'Connell,0,2,0,52.5,0.5125,0.5,0.0,0.0,2,2,8,0,0,0,0,2,0,0,2,185.42,187.96,205,32,1,0,0
Kyle Bochniak,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,170.18,177.8,145,28,1,0,0
Joey Gomez,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,177.8,180.34,155,26,1,0,0
